HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\explorerframe.dll.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\shell32.dll.FriendlyAppName,RegSz,Windows Shell Common Dll,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\shell32.dll.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe.FriendlyAppName,RegSz,Google Chrome,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe.ApplicationCompany,RegSz,Google Inc.,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Skype\Phone\Skype.exe.FriendlyAppName,RegSz,Skype,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Skype\Phone\Skype.exe.ApplicationCompany,RegSz,Skype Technologies S.A.,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Foxit PhantomPDF\FoxitPhantomPDF.exe.FriendlyAppName,RegSz,Foxit PhantomPDF 6.0,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Foxit PhantomPDF\FoxitPhantomPDF.exe.ApplicationCompany,RegSz,Foxit Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files\Internet Explorer\IEXPLORE.EXE.FriendlyAppName,RegSz,Internet Explorer,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files\Internet Explorer\IEXPLORE.EXE.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\NOTEPAD.EXE.FriendlyAppName,RegSz,Notepad,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\NOTEPAD.EXE.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Windows Media Player\wmplayer.exe.FriendlyAppName,RegSz,Windows Media Player,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files (x86)\Windows Media Player\wmplayer.exe.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files\Windows NT\Accessories\WORDPAD.EXE.FriendlyAppName,RegSz,WordPad,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\Program Files\Windows NT\Accessories\WORDPAD.EXE.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\PROGRA~2\MICROS~1\Office15\FIRSTRUN.EXE.FriendlyAppName,RegSz,Microsoft Office,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\PROGRA~2\MICROS~1\Office15\FIRSTRUN.EXE.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\twinui.dll.FriendlyAppName,RegSz,TWINUI,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,C:\WINDOWS\system32\twinui.dll.ApplicationCompany,RegSz,Microsoft Corporation,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,F:\SanDiskSecureAccessV3_win.exe.FriendlyAppName,RegSz,SanDisk SecureAccessV3,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,MuiCache (Vista+),Program Execution,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\Shell\MuiCache,F:\SanDiskSecureAccessV3_win.exe.ApplicationCompany,RegSz,ENC Security Systems BV,,,Displays new applications that have been executed within Windows,False,False,2017-02-02 22:00:30.1271895,
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: 9E2F88E3.Twitter_5.4.1.0_x86__wgeqdkkx372wm DisplayName: Twitter PackageRootFolder: C:\Program Files\WindowsApps\9E2F88E3.Twitter_5.4.1.0_x86__wgeqdkkx372wm,InstallTime: 2017-01-27 17:12:01.6485977,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: AD2F1837.DiscoverHPTouchpointManager_1.0.13.1_x86__v10z8vjag6ke6 DisplayName: Discover HP Touchpoint Manager PackageRootFolder: C:\Program Files\WindowsApps\AD2F1837.DiscoverHPTouchpointManager_1.0.13.1_x86__v10z8vjag6ke6,InstallTime: 2017-01-27 17:13:28.1927515,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: king.com.CandyCrushSodaSaga_1.81.900.0_x86__kgqvnymyfvs32 DisplayName: Candy Crush Soda Saga PackageRootFolder: C:\Program Files\WindowsApps\king.com.CandyCrushSodaSaga_1.81.900.0_x86__kgqvnymyfvs32,InstallTime: 2017-01-27 17:11:59.5838577,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.3DBuilder_12.0.3131.0_x64__8wekyb3d8bbwe DisplayName: @{Microsoft.3DBuilder_12.0.3131.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.3DBuilder/resources/AppStoreName} PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.3DBuilder_12.0.3131.0_x64__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:31:09.2962991,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.AAD.BrokerPlugin_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy DisplayName: @{Microsoft.AAD.BrokerPlugin_1000.14393.0.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.AAD.BrokerPlugin/resources/PackageDisplayName} PackageRootFolder: C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,InstallTime: 2017-01-27 16:54:46.1730166,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.AccountsControl_10.0.14393.693_neutral__cw5n1h2txyewy DisplayName: @{Microsoft.AccountsControl_10.0.14393.693_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName} PackageRootFolder: C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy,InstallTime: 2017-01-27 16:55:14.0510579,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.Advertising.Xaml_10.1611.3.0_x64__8wekyb3d8bbwe DisplayName: Microsoft Advertising SDK for XAML PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.Advertising.Xaml_10.1611.3.0_x64__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:31:47.0939885,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.Advertising.Xaml_10.1611.3.0_x86__8wekyb3d8bbwe DisplayName: Microsoft Advertising SDK for XAML PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.Advertising.Xaml_10.1611.3.0_x86__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:31:42.0346443,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),"KeyName: Microsoft.BingFinance_4.18.37.0_neutral_split.scale-100_8wekyb3d8bbwe DisplayName:  PackageRootFolder: ",InstallTime: 2017-01-27 17:33:34.1144266,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.BingFinance_4.18.37.0_x86__8wekyb3d8bbwe DisplayName: @{Microsoft.BingFinance_4.18.37.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingFinance/Resources/ApplicationTitleWithBranding} PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.BingFinance_4.18.37.0_x86__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:33:34.1144266,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),"KeyName: Microsoft.BingNews_4.18.41.0_neutral_split.scale-100_8wekyb3d8bbwe DisplayName:  PackageRootFolder: ",InstallTime: 2017-01-27 17:33:42.5799628,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.BingNews_4.18.41.0_x86__8wekyb3d8bbwe DisplayName: @{Microsoft.BingNews_4.18.41.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingNews/Resources/ApplicationTitleWithBranding} PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.BingNews_4.18.41.0_x86__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:33:42.5799628,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),"KeyName: Microsoft.BingSports_4.18.37.0_neutral_split.scale-100_8wekyb3d8bbwe DisplayName:  PackageRootFolder: ",InstallTime: 2017-01-27 17:33:06.2919266,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.BingSports_4.18.37.0_x86__8wekyb3d8bbwe DisplayName: @{Microsoft.BingSports_4.18.37.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingSports/Resources/ApplicationTitleWithBranding} PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.BingSports_4.18.37.0_x86__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:33:06.2919266,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),"KeyName: Microsoft.BingWeather_4.18.37.0_neutral_split.scale-100_8wekyb3d8bbwe DisplayName:  PackageRootFolder: ",InstallTime: 2017-01-27 17:33:53.4521869,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
exports/hd1/registry/SarahM_UsrClass.dat,UsrClass,Windows App List,Installed Software,S-1-5-21-929903582-3707417421-3176878646-1002_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository,Multiple,(plugin),KeyName: Microsoft.BingWeather_4.18.37.0_x86__8wekyb3d8bbwe DisplayName: @{Microsoft.BingWeather_4.18.37.0_x86__8wekyb3d8bbwe?ms-resource://Microsoft.BingWeather/Resources/ApplicationTitleWithBranding} PackageRootFolder: C:\Program Files\WindowsApps\Microsoft.BingWeather_4.18.37.0_x86__8wekyb3d8bbwe,InstallTime: 2017-01-27 17:33:53.3897873,,Displays all Windows applications installed on this system,False,False,2017-01-27 16:54:50.0952942,exports/hd1/registry/20260430161612/hd1_registry_batch_WindowsApp.csv
